District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Beauport—Limoilou,MP,Julie Vignola,Julie,Vignola,F,Bloc Québécois,Julie.Vignola@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/VignolaJulie_BQ.jpg,https://www.ourcommons.ca/Members/en/julie-vignola(104656),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-4406,1 613 992-4544,constituency,"Main office - Québec
2000 Sanfaçon Avenue
Suite 101
Québec QC  G1E 3R7",1 418 663-2113,1 418 663-2988
Beauséjour,MP,Dominic LeBlanc,Dominic,LeBlanc,M,Liberal,dominic.leblanc@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/LeblancDominic_Lib.jpg,https://www.ourcommons.ca/Members/en/dominic-leblanc(1813),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-1020,1 613 992-3053,constituency,"Main office - Shediac
328 Main Street
Suite I
Shediac NB  E4P 2E3",1 506 533-5700,1 506 533-5888
Bellechasse—Les Etchemins—Lévis,MP,Steven Blaney,Steven,Blaney,M,Conservative,steven.blaney@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlaneySteven_CPC.jpg,https://www.ourcommons.ca/Members/en/steven-blaney(35389),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-7434,1 613 995-6856,constituency,"Main office - Lévis
115 President Kennedy Road
Suite 101
Lévis QC  G6V 6C8",1 418 830-0500,1 418 830-0504,constituency,"Lac-Etchemin
1516-D Road 277
Lac-Etchemin QC  G0R 1S0",1 418 625-2626,1 418 830-0504
Beloeil—Chambly,MP,Yves-François Blanchet,Yves-François,Blanchet,M,Bloc Québécois,Yves-Francois.Blanchet@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BlanchetYvesFrançois_BQ.jpg,https://www.ourcommons.ca/Members/en/yves-francois-blanchet(104669),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-6035,1 613 947-5096,constituency,"Main office - Chambly
270 Fréchette Boulevard
Chambly QC  J3L 2Z5",1 450 658-0088,1 450 658-0885
Berthier—Maskinongé,MP,Yves Perron,Yves,Perron,M,Bloc Québécois,Yves.Perron@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/PerronYves_BQ.jpg,https://www.ourcommons.ca/Members/en/yves-perron(88418),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-5681,1 613 992-7276,constituency,"Main office - Louiseville
343 St-Laurent Avenue
Louiseville QC  J5V 1K2",1 819 228-1210,1 819 228-1181,constituency,"Lavaltrie
1725 Notre Dame Street
Lavaltrie QC  J5T 1S2",1 819 228-1210,1 866 311-1210
Bonavista—Burin—Trinity,MP,Churence Rogers,Churence,Rogers,M,Liberal,Churence.Rogers@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RogersChurence_Lib.jpg,https://www.ourcommons.ca/Members/en/churence-rogers(98744),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-8655,1 613 992-5324,constituency,"Grand Bank
3 Church Street
PO Box 370
Grand Bank NL  A0E 1W0",1 709 832-1383,1 709 832-1380,constituency,"Main office - Clarenville
76 Manitoba Drive
Suite B
Clarenville NL  A5A 1K6",1 709 466-6502,1 709 466-6506,constituency,"Centreville
367 J.W. Pickersgill Blvd
Centreville NL  A0G 4P0",1 709 678-9026,1 709 466-6506
Bourassa,MP,Emmanuel Dubourg,Emmanuel,Dubourg,M,Liberal,Emmanuel.Dubourg@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/DubourgEmmanuel_Lib.jpg,https://www.ourcommons.ca/Members/en/emmanuel-dubourg(84660),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-6108,1 613 995-9755,constituency,"Main office - Montreal-Nord
5835 Leger Blvd
Suite 203
Montreal-Nord QC  H1G 6E1",1 514 323-1212,1 514 323-2875
Bow River,MP,Martin Shields,Martin,Shields,M,Conservative,Martin.Shields@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/ShieldsMartin_CPC.jpg,https://www.ourcommons.ca/Members/en/martin-shields(89109),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0761,1 613 992-0768,constituency,"Main office - Brooks
403 - 2nd Avenue W
Suite 2
Brooks AB  T1R 0S3",1 844 241-0020,1 403 793-6778,constituency,"Strathmore
129 Second Avenue
Strathmore AB  T1P 1K1",,1 403 793-6778
Brampton Centre,MP,Ramesh Sangha,Ramesh,Sangha,M,Liberal,Ramesh.Sangha@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SanghaRamesh_Lib.jpg,https://www.ourcommons.ca/Members/en/ramesh-sangha(88692),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-9105,1 613 947-0443,constituency,"Main office - Brampton
100 Kennedy Road S
Brampton ON  L6W 3E7",1 905 790-9211,1 905 790-9507
Brampton East,MP,Maninder Sidhu,Maninder,Sidhu,M,Liberal,Maninder.Sidhu@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SidhuManinder_Lib.jpg,https://www.ourcommons.ca/Members/en/maninder-sidhu(105045),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0769,1 613 992-0777,constituency,"Main office - Brampton
1 Gateway Blvd
Suite 204
Brampton ON  L6T 0G3",1 905 458-1474,1 905 458-8615
Brampton North,MP,Ruby Sahota,Ruby,Sahota,F,Liberal,Ruby.Sahota@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SahotaRuby_Lib.jpg,https://www.ourcommons.ca/Members/en/ruby-sahota(88698),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-4843,1 613 995-7003,constituency,"Main office - Brampton
50 Sunny Meadow Blvd
Suite 306 - 307
Brampton ON  L6R 0Y7",1 905 840-0505,1 905 840-1778
Brampton South,MP,Sonia Sidhu,Sonia,Sidhu,F,Liberal,Sonia.Sidhu@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SidhuSonia_Lib.jpg,https://www.ourcommons.ca/Members/en/sonia-sidhu(88703),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-5381,1 613 995-6796,constituency,"Main office - Brampton
Riverview Commons - 5 Montpelier Street
Unit A-213/A-214
Brampton ON  L6Y 6H4",1 905 846-0076,1 905 846-3901
Brampton West,MP,Kamal Khera,Kamal,Khera,F,Liberal,Kamal.Khera@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KheraKamal_Lib.jpg,https://www.ourcommons.ca/Members/en/kamal-khera(88705),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0778,1 613 992-0800,constituency,"Main office - Brampton
35 Van Kirk Drive
Suite 10/10A
Brampton ON  L7A 1A5",1 905 454-4758,1 905 454-3192
Brandon—Souris,MP,Larry Maguire,Larry,Maguire,M,Conservative,Larry.Maguire@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MaguireLarry_CPC.jpg,https://www.ourcommons.ca/Members/en/larry-maguire(7251),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9372,1 613 992-1265,constituency,"Main office - Brandon
658 10th Street
Unit B
Brandon MB  R7A 4G5",1 204 726-7600,1 204 726-7699
Brantford—Brant,MP,Phil McColeman,Phil,McColeman,M,Conservative,phil.mccoleman@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McColemanPhil_CPC.jpg,https://www.ourcommons.ca/Members/en/phil-mccoleman(35539),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-3118,1 613 992-6382,constituency,"Main office - Brantford
108 St. George Street
Suite 3
Brantford ON  N3R 1V6",1 519 754-4300,1 519 751-8177
Brome—Missisquoi,MP,Lyne Bessette,Lyne,Bessette,F,Liberal,Lyne.Bessette@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BessetteLyne_Lib.jpg,https://www.ourcommons.ca/Members/en/lyne-bessette(104694),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-8185,1 613 947-8188,constituency,"Main office - Magog
353 Principale West Street
Magog QC  J1X 2B1",1 819 868-1305,1 819 868-5609,constituency,"Cowansville
112 du Sud Street
Suite 200
Cowansville QC  J2K 2X2",1 450 263-0025,1 450 263-0185
Brossard—Saint-Lambert,MP,Alexandra Mendès,Alexandra,Mendès,F,Liberal,Alexandra.Mendes@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/MendèsAlexandra_Lib.jpg,https://www.ourcommons.ca/Members/en/alexandra-mendes(58621),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9301,1 613 992-7273,constituency,"Main office - Brossard
6955 Taschereau Blvd.
Suite 225
Brossard QC  J4Z 1A7",1 450 466-6872,1 450 466-9822
Bruce—Grey—Owen Sound,MP,Alex Ruff,Alex,Ruff,M,Conservative,Alex.Ruff@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/RuffAlex_CPC.jpg,https://www.ourcommons.ca/Members/en/alex-ruff(105070),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-5191,1 613 952-0979,constituency,"Main office - Owen Sound
1101 - 2nd Avenue East
Suite 208
Owen Sound ON  N4K 2J1",1 519 371-1059,1 519 371-1752
Burlington,MP,Karina Gould,Karina,Gould,F,Liberal,Karina.Gould@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/GouldKarina_Lib.jpg,https://www.ourcommons.ca/Members/en/karina-gould(88715),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-0881,1 613 995-1091,constituency,"Main office - Burlington
777 Guelph Line
Suite 209
Burlington ON  L7R 3N2",1 905 639-5757,1 905 639-6031
Burnaby North—Seymour,MP,Terry Beech,Terry,Beech,M,Liberal,Terry.Beech@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BeechTerry_Lib.jpg,https://www.ourcommons.ca/Members/en/terry-beech(89236),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0802,1 613 992-0824,constituency,"Main office - Burnaby
3906 Hastings Street
Burnaby BC  V5C 6C1",1 604 718-8870,1 604 718-8874
Burnaby South,MP,Jagmeet Singh,Jagmeet,Singh,M,NDP,Jagmeet.Singh@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/SinghJagmeet_NDP.jpg,https://www.ourcommons.ca/Members/en/jagmeet-singh(71588),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-0867,1 613 947-0868,constituency,"Main office - Burnaby
4940 Kingsway
Burnaby BC  V5H 2E2",1 604 291-8863,1 604 666-0727
Bécancour—Nicolet—Saurel,MP,Louis Plamondon,Louis,Plamondon,M,Bloc Québécois,louis.plamondon@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/PlamondonLouis_PQ.jpg,https://www.ourcommons.ca/Members/en/louis-plamondon(413),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9241,1 613 995-6784,constituency,"Main office - Sorel-Tracy
307 Marie-Victorin Road
Sorel-Tracy QC  J3R 1K6",1 450 742-0479,1 450 742-1976,constituency,"Nicolet
702 de Mgr Panet Street
Nicolet QC  J3T 1C6",1 819 293-2041,1 819 293-5522
Calgary Centre,MP,Greg McLean,Greg,McLean,M,Conservative,greg.mclean@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/McLeanGreg_CPC.jpg,https://www.ourcommons.ca/Members/en/greg-mclean(105623),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-1561,1 613 995-1862,constituency,"Main office - Calgary
1414 - 8th Street S.W.
Unit 445
Calgary AB  T2R 1J6",1 403 244-1880,1 403 245-3468
Calgary Confederation,MP,Len Webber,Len,Webber,M,Conservative,Len.Webber@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/WebberLen_CPC.jpg,https://www.ourcommons.ca/Members/en/len-webber(89116),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-2756,1 613 992-2537,constituency,"Main office - Calgary
2020 - 10th Street NW
Calgary AB  T2M 3M2",1 403 220-0888,1 403 299-8024
Calgary Forest Lawn,MP,Jasraj Singh Hallan,Jasraj Singh,Hallan,M,Conservative,JasrajSingh.Hallan@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/HallanJasrajSingh_CPC.jpg,https://www.ourcommons.ca/Members/en/jasraj-singh-hallan(105630),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-4566,1 613 947-4569,constituency,"Main office - Calgary
525 - 28th Street SE

Suite 225
Calgary AB  T2A 6W9",1 403 207-3030,1 403 207-3035
Calgary Heritage,MP,Bob Benzen,Bob,Benzen,M,Conservative,Bob.Benzen@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/BenzenBob_CPC.jpg,https://www.ourcommons.ca/Members/en/bob-benzen(96361),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0250,1 613 992-0251,constituency,"Main office - Calgary
1010 - 10201 Southport Rd SW


Calgary AB  T2W 4X9",1 403 253-7990,1 403 253-8203
Calgary Midnapore,MP,Stephanie Kusie,Stephanie,Kusie,F,Conservative,Stephanie.Kusie@parl.gc.ca,https://www.ourcommons.ca/Content/Parliamentarians/Images/OfficialMPPhotos/43/KusieStephanie_CPC.jpg,https://www.ourcommons.ca/Members/en/stephanie-kusie(96367),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-2235,1 613 992-1920,constituency,"Main office - Calgary
279 Midpark Way SE
Suite 204
Calgary AB  T2X 1M2",1 403 225-3480,1 403 225-3504
